dataset,video_id,question_id,type,subtype,question,templ_values,answer,multiple choice,Number of answer alternatives
train,9,377,Audio,Counting,Are there <Object> and <Object> sound?,"[""guitar"", ""voice""]",yes,yes/no,2
train,248,9394,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""piano""]",yes,yes/no,2
train,90,3424,Audio,Counting,Are there <Object> and <Object> sound?,"[""piano"", ""computer""]",yes,yes/no,2
train,105,4115,Audio,Counting,Are there <Object> and <Object> sound?,"[""laouto"", ""violin""]",yes,yes/no,2
train,156,6111,Audio,Counting,Are there <Object> and <Object> sound?,"[""violin"", ""accordion""]",yes,yes/no,2
train,96,3682,Audio,Counting,Are there <Object> and <Object> sound?,"[""violin"", ""cello""]",yes,yes/no,2
train,190,7352,Audio,Counting,Are there <Object> and <Object> sound?,"[""double bass"", ""chimes""]",yes,yes/no,2
train,246,9304,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""piano""]",yes,yes/no,2
train,227,8546,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""sitar""]",yes,yes/no,2
train,222,8386,Audio,Counting,Are there <Object> and <Object> sound?,"[""harp"", ""violin""]",yes,yes/no,2
train,6,238,Audio,Counting,Are there <Object> and <Object> sound?,"[""bass"", ""drums""]",yes,yes/no,2
train,135,5310,Audio,Counting,Are there <Object> and <Object> sound?,"[""guitar"", ""violin""]",yes,yes/no,2
train,25,983,Audio,Counting,Are there <Object> and <Object> sound?,"[""dundun"", ""djembe""]",yes,yes/no,2
train,34,1326,Audio,Counting,Are there <Object> and <Object> sound?,"[""fiddle"", ""violin""]",yes,yes/no,2
train,98,3777,Audio,Counting,Are there <Object> and <Object> sound?,"[""saxophone"", ""guitar""]",yes,yes/no,2
train,119,4693,Audio,Counting,Are there <Object> and <Object> sound?,"[""bass"", ""piano""]",yes,yes/no,2
train,252,9577,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""guitar""]",yes,yes/no,2
train,289,11036,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""piano""]",yes,yes/no,2
train,223,8430,Audio,Counting,Are there <Object> and <Object> sound?,"[""flute"", ""violin""]",yes,yes/no,2
train,175,6759,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""violin""]",yes,yes/no,2
train,292,11168,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""piano""]",yes,yes/no,2
train,58,2180,Audio,Counting,Are there <Object> and <Object> sound?,"[""violin"", ""cello""]",yes,yes/no,2
train,132,5195,Audio,Counting,Are there <Object> and <Object> sound?,"[""violin"", ""voice""]",yes,yes/no,2
train,87,3291,Audio,Counting,Are there <Object> and <Object> sound?,"[""accordion"", ""outi""]",yes,yes/no,2
train,209,8060,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""drum""]",yes,yes/no,2
train,124,4896,Audio,Counting,Are there <Object> and <Object> sound?,"[""violin"", ""clarinet""]",yes,yes/no,2
train,205,7919,Audio,Counting,Are there <Object> and <Object> sound?,"[""guitar"", ""voice""]",yes,yes/no,2
train,282,10743,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""double bass""]",yes,yes/no,2
train,201,7785,Audio,Counting,Are there <Object> and <Object> sound?,"[""drum"", ""flute""]",yes,yes/no,2
train,116,4559,Audio,Counting,Are there <Object> and <Object> sound?,"[""harp"", ""voice""]",yes,yes/no,2
train,4,157,Audio,Counting,Are there <Object> and <Object> sound?,"[""bass"", ""drums""]",yes,yes/no,2
train,297,11370,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""piano""]",yes,yes/no,2
train,258,9855,Audio,Counting,Are there <Object> and <Object> sound?,"[""clarinet"", ""violin""]",yes,yes/no,2
train,115,4520,Audio,Counting,Are there <Object> and <Object> sound?,"[""piano"", ""voice""]",yes,yes/no,2
train,212,8171,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""castanets""]",yes,yes/no,2
train,110,4327,Audio,Counting,Are there <Object> and <Object> sound?,"[""guitar"", ""voice""]",yes,yes/no,2
train,62,2322,Audio,Counting,Are there <Object> and <Object> sound?,"[""tuba"", ""euphonium""]",yes,yes/no,2
train,94,3602,Audio,Counting,Are there <Object> and <Object> sound?,"[""accordion"", ""violin""]",yes,yes/no,2
train,54,2021,Audio,Counting,Are there <Object> and <Object> sound?,"[""djembe"", ""dundun""]",yes,yes/no,2
train,138,5414,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""violin""]",yes,yes/no,2
train,89,3382,Audio,Counting,Are there <Object> and <Object> sound?,"[""uillean pipe"", ""fiddle""]",yes,yes/no,2
train,170,6526,Audio,Counting,Are there <Object> and <Object> sound?,"[""dundun"", ""djembe""]",yes,yes/no,2
train,221,8346,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""violin""]",yes,yes/no,2
train,153,5998,Audio,Counting,Are there <Object> and <Object> sound?,"[""accordion"", ""piano""]",yes,yes/no,2
train,95,3644,Audio,Counting,Are there <Object> and <Object> sound?,"[""trombone"", ""tuba""]",yes,yes/no,2
train,247,9351,Audio,Counting,Are there <Object> and <Object> sound?,"[""violin"", ""piano""]",yes,yes/no,2
train,130,5126,Audio,Counting,Are there <Object> and <Object> sound?,"[""guitar"", ""voice""]",yes,yes/no,2
train,197,7648,Audio,Counting,Are there <Object> and <Object> sound?,"[""computer"", ""drums""]",yes,yes/no,2
train,249,9437,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""drums""]",yes,yes/no,2
train,100,3876,Audio,Counting,Are there <Object> and <Object> sound?,"[""saxophone"", ""guitar""]",yes,yes/no,2
train,251,9531,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""synthesizer""]",yes,yes/no,2
train,184,7118,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""violin""]",yes,yes/no,2
train,88,3332,Audio,Counting,Are there <Object> and <Object> sound?,"[""castanets"", ""outi""]",yes,yes/no,2
train,293,11214,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""guitar""]",yes,yes/no,2
train,141,5519,Audio,Counting,Are there <Object> and <Object> sound?,"[""saxophone"", ""drums""]",yes,yes/no,2
train,122,4822,Audio,Counting,Are there <Object> and <Object> sound?,"[""violin"", ""qanun""]",yes,yes/no,2
train,255,9716,Audio,Counting,Are there <Object> and <Object> sound?,"[""violin"", ""piano""]",yes,yes/no,2
train,0,3,Audio,Counting,Are there <Object> and <Object> sound?,"[""bass"", ""drums""]",yes,yes/no,2
train,104,4062,Audio,Counting,Are there <Object> and <Object> sound?,"[""tsabouna"", ""voice""]",yes,yes/no,2
train,101,3923,Audio,Counting,Are there <Object> and <Object> sound?,"[""violin"", ""voice""]",yes,yes/no,2
train,250,9485,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""drums""]",yes,yes/no,2
train,108,4257,Audio,Counting,Are there <Object> and <Object> sound?,"[""violin"", ""tympani""]",yes,yes/no,2
train,179,6922,Audio,Counting,Are there <Object> and <Object> sound?,"[""laouto"", ""tsabouna""]",yes,yes/no,2
train,267,10186,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""guitar""]",yes,yes/no,2
train,160,6267,Audio,Counting,Are there <Object> and <Object> sound?,"[""guitar"", ""voice""]",yes,yes/no,2
train,243,9171,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""violin""]",yes,yes/no,2
train,117,4605,Audio,Counting,Are there <Object> and <Object> sound?,"[""guitar"", ""shaker""]",yes,yes/no,2
train,224,8474,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""violin""]",yes,yes/no,2
train,185,7154,Audio,Counting,Are there <Object> and <Object> sound?,"[""accordion"", ""violin""]",yes,yes/no,2
train,187,7234,Audio,Counting,Are there <Object> and <Object> sound?,"[""violin"", ""voice""]",yes,yes/no,2
train,228,8600,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""violin""]",yes,yes/no,2
train,177,6843,Audio,Counting,Are there <Object> and <Object> sound?,"[""laouto"", ""violin""]",yes,yes/no,2
train,99,3822,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""double bass""]",yes,yes/no,2
train,31,1224,Audio,Counting,Are there <Object> and <Object> sound?,"[""saxophone"", ""piano""]",yes,yes/no,2
train,75,2804,Audio,Counting,Are there <Object> and <Object> sound?,"[""saron"", ""kendang""]",yes,yes/no,2
train,29,1139,Audio,Counting,Are there <Object> and <Object> sound?,"[""saxophone"", ""guitar""]",yes,yes/no,2
train,242,9128,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""drum""]",yes,yes/no,2
train,173,6670,Audio,Counting,Are there <Object> and <Object> sound?,"[""laouto"", ""violin""]",yes,yes/no,2
train,69,2576,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""double bass""]",yes,yes/no,2
train,238,8979,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""piano""]",yes,yes/no,2
train,102,3973,Audio,Counting,Are there <Object> and <Object> sound?,"[""dundun"", ""djembe""]",yes,yes/no,2
train,22,844,Audio,Counting,Are there <Object> and <Object> sound?,"[""dundun"", ""djembe""]",yes,yes/no,2
train,63,2364,Audio,Counting,Are there <Object> and <Object> sound?,"[""tuba"", ""euphonium""]",yes,yes/no,2
train,208,8021,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""guitar""]",yes,yes/no,2
train,200,7751,Audio,Counting,Are there <Object> and <Object> sound?,"[""drum"", ""violin""]",yes,yes/no,2
train,121,4783,Audio,Counting,Are there <Object> and <Object> sound?,"[""tambourine"", ""drums""]",yes,yes/no,2
train,140,5483,Audio,Counting,Are there <Object> and <Object> sound?,"[""saxophone"", ""drums""]",yes,yes/no,2
train,86,3251,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""clarinet""]",yes,yes/no,2
train,245,9263,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""piano""]",yes,yes/no,2
train,84,3165,Audio,Counting,Are there <Object> and <Object> sound?,"[""guitar"", ""drums""]",yes,yes/no,2
train,24,933,Audio,Counting,Are there <Object> and <Object> sound?,"[""dundun"", ""djembe""]",yes,yes/no,2
train,118,4655,Audio,Counting,Are there <Object> and <Object> sound?,"[""guitar"", ""double bass""]",yes,yes/no,2
train,229,8654,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""saxophone""]",yes,yes/no,2
train,112,4391,Audio,Counting,Are there <Object> and <Object> sound?,"[""saxophone"", ""voice""]",yes,yes/no,2
train,155,6067,Audio,Counting,Are there <Object> and <Object> sound?,"[""violin"", ""accordion""]",yes,yes/no,2
train,48,1787,Audio,Counting,Are there <Object> and <Object> sound?,"[""dundun"", ""djembe""]",yes,yes/no,2
train,259,9910,Audio,Counting,Are there <Object> and <Object> sound?,"[""guitar"", ""piano""]",yes,yes/no,2
train,139,5446,Audio,Counting,Are there <Object> and <Object> sound?,"[""saxophone"", ""drums""]",yes,yes/no,2
train,161,6306,Audio,Counting,Are there <Object> and <Object> sound?,"[""guitar"", ""trumpet""]",yes,yes/no,2
train,253,9618,Audio,Counting,Are there <Object> and <Object> sound?,"[""voice"", ""piano""]",yes,yes/no,2
train,106,4162,Audio,Counting,Are there <Object> and <Object> sound?,"[""outi"", ""qanun""]",yes,yes/no,2
train,5,198,Audio,Counting,Are there <Object> and <Object> sound?,"[""bass"", ""drums""]",yes,yes/no,2
train,87,3311,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,102,3991,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,190,7372,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,94,3620,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,100,3894,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,95,3662,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,99,3841,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,195,7594,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,279,10654,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,213,8227,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,194,7547,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,230,8719,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,236,8925,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,113,4442,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,185,7174,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,275,10516,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,174,6737,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,96,3700,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,237,8961,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,211,8154,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,245,9284,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,241,9114,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,91,3485,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,186,7220,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,189,7329,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,1,52,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,210,8117,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,272,10410,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,176,6821,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,177,6861,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,152,5975,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,92,3531,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,103,4034,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,228,8623,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,0,6,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,12,494,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,5,210,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,196,7631,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,170,6545,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,3,128,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,88,3353,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,98,3794,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,188,7289,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,15,586,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,7,291,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,8,345,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,309,11832,Audio,Counting,Are there any lyrics?,[],no,yes/no,2
train,280,10696,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,268,10262,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,232,8798,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,242,9149,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,257,9827,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,276,10549,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,263,10118,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,223,8450,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,225,8530,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,238,9000,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,290,11103,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,256,9782,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,281,10729,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,271,10371,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,217,8296,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,262,10074,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,270,10334,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,291,11142,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,308,11800,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,306,11725,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,307,11761,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,293,11236,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,224,8492,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,216,8282,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,305,11680,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,260,9977,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,215,8266,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,219,8324,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
train,282,10764,Audio,Counting,Are there any lyrics?,[],yes,yes/no,2
